date,pubDate,totalDosesCumulative,initialDosesCumulative,initialDosesCumulativeBioNTech,initialDosesCumulativeModerna,initialDosesCumulativeAstraZeneca,initialDosesCumulativeNovavax,finalDosesCumulative,finalDosesCumulativeBioNTech,finalDosesCumulativeModerna,finalDosesCumulativeAstraZeneca,finalDosesCumulativeNovavax,finalDosesCumulativeJohnsonAndJohnson,boosterDosesCumulative,boosterDosesCumulativeBioNTech,boosterDosesCumulativeModerna,boosterDosesCumulativeJohnsonAndJohnson,onlyPartiallyVaccinatedCumulative,onlyPartiallyVaccinatedPercent,onlyPartiallyVaccinatedCumulativeBioNTech,onlyPartiallyVaccinatedCumulativeModerna,onlyPartiallyVaccinatedCumulativeAstraZeneca,atLeastPartiallyVaccinatedCumulative,atLeastPartiallyVaccinatedPercent,atLeastPartiallyVaccinatedCumulativeBioNTech,atLeastPartiallyVaccinatedCumulativeModerna,atLeastPartiallyVaccinatedCumulativeAstraZeneca,atLeastPartiallyVaccinatedCumulativeJohnsonAndJohnson,fullyVaccinatedCumulative,fullyVaccinatedPercent,fullyVaccinatedCumulativeBioNTech,fullyVaccinatedCumulativeModerna,fullyVaccinatedCumulativeAstraZeneca,fullyVaccinatedCumulativeJohnsonAndJohnson,boostedOnceCumulative,boostedOncePercent,boostedOnceCumulativeBioNTech,boostedOnceCumulativeModerna,boostedOnceCumulativeJohnsonAndJohnson
2022-01-02,2022-01-03,149673801,58129542,43946875,4914592,9268075,0,59209560,46565797,5597692,3470857,0,3575214,32334699,20497933,11829750,3869,2495196,3.000234072019513,-2618922,-683100,5797218,61704756,74.19405584044317,43946875,4914592,9268075,3575214,59209560,71.19382176842367,46565797,5597692,3470857,3575214,32334699,38.879376869911326,20497933,11829750,3869
2022-01-03,2022-01-04,150090299,58165615,43978143,4919026,9268446,0,59252481,46595905,5609845,3470902,0,3575829,32672203,20642269,12022849,3931,2488963,2.992739486836266,-2617762,-690819,5797544,61741444,74.23816964458292,43978143,4919026,9268446,3575829,59252481,71.24543015774665,46595905,5609845,3470902,3575829,32672203,39.28519308645018,20642269,12022849,3931
2022-01-04,2022-01-05,150983426,58236287,44039711,4927659,9268917,0,59371059,46685804,5636721,3471144,0,3577390,33376080,20983285,12385562,3936,2442618,2.9370140656397967,-2646093,-709062,5797773,61813677,74.32502290489761,44039711,4927659,9268917,3577390,59371059,71.38800883925781,46685804,5636721,3471144,3577390,33376080,40.131537725472874,20983285,12385562,3936
2022-01-05,2022-01-06,151807909,58297042,44092337,4935670,9269035,0,59483838,46772139,5662061,3471248,0,3578390,34027029,21304008,12715614,3953,2391594,2.875662595338176,-2679802,-726391,5797787,61875432,74.39927737433311,44092337,4935670,9269035,3578390,59483838,71.52361477899493,46772139,5662061,3471248,3578390,34027029,40.91424151665682,21304008,12715614,3953
2022-01-06,2022-01-07,152496126,58351202,44139701,4942335,9269166,0,59574879,46842638,5681616,3471329,0,3579296,34570045,21575727,12986294,4067,2355619,2.8324061053706933,-2702937,-739281,5797837,61930498,74.46548896228444,44139701,4942335,9269166,3579296,59574879,71.63308285691375,46842638,5681616,3471329,3579296,34570045,41.56716621870498,21575727,12986294,4067
2022-01-09,2022-01-10,153899268,58465277,44240342,4955479,9269456,0,59787106,47010236,5723579,3471431,0,3581860,35646885,22110960,13526570,4949,2260031,2.717470695696984,-2769894,-768100,5798025,62047137,74.60573618211258,44240342,4955479,9269456,3581860,59787106,71.88826548641559,47010236,5723579,3471431,3581860,35646885,42.86196312368298,22110960,13526570,4949
2022-01-10,2022-01-11,154550464,58516607,44284801,4962245,9269561,0,59883814,47085549,5743864,3471461,0,3582940,36150043,22365349,13775069,5205,2215733,2.6642065958337584,-2800748,-781619,5798100,62099547,74.66875418459196,44284801,4962245,9269561,3582940,59883814,72.0045475887582,47085549,5743864,3471461,3582940,36150043,43.46696240037676,22365349,13775069,5205
2022-01-11,2022-01-12,155365945,58574159,44333221,4970238,9270700,0,60004889,47180724,5768287,3471588,0,3584290,36786897,22691721,14084911,5809,2153560,2.589449521455766,-2847503,-798049,5799112,62158449,74.73957819493427,44333221,4970238,9270700,3584290,60004889,72.15012867347849,47180724,5768287,3471588,3584290,36786897,44.23271830480347,22691721,14084911,5809
2022-01-12,2022-01-13,156257670,58639456,44390122,4978515,9270819,0,60141697,47291091,5792761,3471652,0,3586193,37476517,23057183,14408223,6562,2083952,2.505752572083799,-2900969,-814246,5799167,62225649,74.82037975506812,44390122,4978515,9270819,3586193,60141697,72.31462718298431,47291091,5792761,3471652,3586193,37476517,45.0619202675936,23057183,14408223,6562
2022-01-13,2022-01-14,157130393,58701417,44443545,4986993,9270879,0,60272356,47394909,5818632,3471719,0,3587096,38156620,23417738,14726703,7494,2016157,2.4242355814696097,-2951364,-831639,5799160,62288513,74.89596769072664,44443545,4986993,9270879,3587096,60272356,72.47173210925703,47394909,5818632,3471719,3587096,38156620,45.87967894991062,23417738,14726703,7494
2022-01-16,2022-01-17,158497879,58833995,44562625,4999856,9271514,0,60474763,47554843,5858680,3471975,0,3589265,39189121,23974845,15200588,8700,1948497,2.3428809154181893,-2992218,-858824,5799539,62423260,75.05798804524085,44562625,4999856,9271514,3589265,60474763,72.71510712982266,47554843,5858680,3471975,3589265,39189121,47.12116245645448,23974845,15200588,8700
2022-01-17,2022-01-18,159032129,58882372,44605353,5005444,9271575,0,60553083,47615633,5875240,3471997,0,3590213,39596674,24198584,15384116,8971,1919502,2.308017206547942,-3010280,-869796,5799578,62472585,75.11729663085991,44605353,5005444,9271575,3590213,60553083,72.80927942431197,47615633,5875240,3471997,3590213,39596674,47.61120588260368,24198584,15384116,8971
2022-01-18,2022-01-19,159732231,58939603,44655065,5012701,9271837,0,60652751,47693760,5895562,3472082,0,3591347,40139877,24510562,15614947,9361,1878199,2.258354307169848,-3038695,-882861,5799755,62530950,75.18747495016366,44655065,5012701,9271837,3591347,60652751,72.92912064299381,47693760,5895562,3472082,3591347,40139877,48.26435543423137,24510562,15614947,9361
2022-01-19,2022-01-20,160422145,59000459,44707426,5020084,9272949,0,60754344,47772758,5916831,3472422,0,3592333,40667342,24817743,15834404,9948,1838448,2.2105575390615124,-3065332,-896747,5800527,62592792,75.26183402876183,44707426,5020084,9272949,3592333,60754344,73.05127648970031,47772758,5916831,3472422,3592333,40667342,48.89858154905272,24817743,15834404,9948
2022-01-20,2022-01-21,161131839,59060046,44760142,5026859,9273045,0,60859244,47853590,5940229,3472476,0,3592949,41212549,25144625,16052322,10344,1793751,2.156813679934992,-3093448,-913370,5800569,62652995,75.33422236692756,44760142,5026859,9273045,3592949,60859244,73.17740868699256,47853590,5940229,3472476,3592949,41212549,49.55414071863441,25144625,16052322,10344
2022-01-23,2022-01-24,162113922,59159722,44849653,5036978,9273091,0,61023959,47980223,5977261,3472525,0,3593950,41930241,25578296,16335443,11166,1729713,2.079814121782452,-3130570,-940283,5800566,62753672,75.45527681141557,44849653,5036978,9273091,3593950,61023959,73.37546268963312,47980223,5977261,3472525,3593950,41930241,50.41709657124712,25578296,16335443,11166
2022-01-24,2022-01-25,162539147,59199919,44885158,5041649,9273112,0,61095818,48034255,5994703,3472540,0,3594320,42243410,25766807,16459907,11356,1698421,2.0421884905367964,-3149097,-953054,5800572,62794239,75.50405474132553,44885158,5041649,9273112,3594320,61095818,73.46186625078873,48034255,5994703,3472540,3594320,42243410,50.793652282341675,25766807,16459907,11356
2022-01-25,2022-01-26,163046655,59243843,44924267,5046089,9273487,0,61179027,48098788,6012514,3472650,0,3595075,42623771,26009852,16596669,11899,1659891,1.9958598579183924,-3174521,-966425,5800837,62838918,75.55777695717701,44924267,5046089,9273487,3595075,61179027,73.56191709925862,48098788,6012514,3472650,3595075,42623771,51.250999934336704,26009852,16596669,11899
2022-01-26,2022-01-27,163563859,59285429,44961690,5050195,9273544,0,61262214,48164696,6029291,3472664,0,3595563,43016216,26268028,16730499,12348,1618778,1.9464254153323437,-3203006,-979096,5800880,62880992,75.60836691016914,44961690,5050195,9273544,3595563,61262214,73.6619414948368,48164696,6029291,3472664,3595563,43016216,51.722877438305815,26268028,16730499,12348
2022-01-27,2022-01-28,164097602,59330436,45002078,5054785,9273573,0,61360066,48241163,6048371,3472640,0,3597892,43407100,26529844,16859256,12872,1568262,1.885684766348401,-3239085,-993586,5800933,62928328,75.66528391389676,45002078,5054785,9273573,3597892,61360066,73.77959914754835,48241163,6048371,3472640,3597892,43407100,52.192877989367645,26529844,16859256,12872
2022-01-30,2022-01-31,164798335,59400969,45066210,5060886,9273873,0,61501394,48355949,6073725,3472819,0,3598901,43895972,26859986,17017656,13198,1498476,1.801773789034413,-3289739,-1012839,5801054,62999870,75.7513063129309,45066210,5060886,9273873,3598901,61501394,73.9495325238965,48355949,6073725,3472819,3598901,43895972,52.78069972010796,26859986,17017656,13198
2022-01-31,2022-02-01,165077207,59428285,45090795,5063573,9273917,0,61558884,48402720,6083967,3472817,0,3599380,44090038,26991746,17079879,13447,1468781,1.7660683972461049,-3311925,-1020394,5801100,63027665,75.78472713679875,45090795,5063573,9273917,3599380,61558884,74.01865873955266,48402720,6083967,3472817,3599380,44090038,53.014045487502806,26991746,17079879,13447
2022-02-01,2022-02-02,165391771,59456899,45116888,5066086,9273925,0,61618946,48452180,6094150,3472865,0,3599751,44315926,27153271,17144228,13516,1437704,1.7287012828967108,-3335292,-1028064,5801060,63056650,75.81957882162732,45116888,5066086,9273925,3599751,61618946,74.09087753873061,48452180,6094150,3472865,3599751,44315926,53.28565416035269,27153271,17144228,13516
2022-02-02,2022-02-03,165778972,59491298,45148040,5068927,9274331,0,61692608,48513441,6105850,3472955,0,3600362,44595066,27354329,17221883,13940,1399052,1.6822259569697302,-3365401,-1036923,5801376,63091660,75.86167499157204,45148040,5068927,9274331,3600362,61692608,74.17944903460231,48513441,6105850,3472955,3600362,44595066,53.621293259991965,27354329,17221883,13940
2022-02-03,2022-02-04,166138442,59522873,45177006,5071529,9274338,0,61763145,48572552,6116782,3472986,0,3600825,44852424,27546308,17287109,14090,1360553,1.6359345988805545,-3395546,-1045253,5801352,63123698,75.90019761632753,45177006,5071529,9274338,3600825,61763145,74.26426301744696,48572552,6116782,3472986,3600825,44852424,53.93074159202953,27546308,17287109,14090
2022-02-06,2022-02-07,166633523,59570989,45221991,5074641,9274357,0,61892617,48684338,6133459,3473102,0,3601718,45169917,27780674,17369832,14293,1280090,1.539185552257802,-3462347,-1058818,5801255,63172707,75.9591262422293,45221991,5074641,9274357,3601718,61892617,74.4199406899715,48684338,6133459,3473102,3601718,45169917,54.31249649874936,27780674,17369832,14293
2022-02-07,2022-02-08,166839825,59589203,45238622,5076204,9274377,0,61943072,48726908,6141017,3473117,0,3602030,45307550,27882702,17405341,14385,1248161,1.500793989556711,-3488286,-1064813,5801260,63191233,75.98140198185787,45238622,5076204,9274377,3602030,61943072,74.48060799230115,48726908,6141017,3473117,3602030,45307550,54.47798699169431,27882702,17405341,14385
2022-02-08,2022-02-09,167126676,59613366,45260624,5078009,9274733,0,62006104,48780297,6149975,3473194,0,3602638,45507206,28035569,17451938,14576,1209900,1.4547888036596759,-3519673,-1071966,5801539,63216004,76.0111867355197,45260624,5078009,9274733,3602638,62006104,74.55639793186002,48780297,6149975,3473194,3602638,45507206,54.718054198391954,28035569,17451938,14576
2022-02-09,2022-02-10,167416348,59634326,45280060,5079529,9274737,0,62066928,48832616,6158060,3473214,0,3603038,45715094,28192129,17503119,14721,1170436,1.4073371255477447,-3552556,-1078531,5801523,63237364,76.03687008856224,45280060,5079529,9274737,3603038,62066928,74.62953296301448,48832616,6158060,3473214,3603038,45715094,54.968019596205984,28192129,17503119,14721
2022-02-10,2022-02-11,167669662,59654475,45298954,5080777,9274744,0,62126805,48884464,6165711,3473223,0,3603407,45888382,28329883,17538383,14991,1131077,1.3600116998735228,-3585510,-1084934,5801521,63257882,76.06154101729476,45298954,5080777,9274744,3603407,62126805,74.70152931742125,48884464,6165711,3473223,3603407,45888382,55.176381809784445,28329883,17538383,14991
2022-02-13,2022-02-14,168018506,59686647,45328925,5082963,9274759,0,62226445,48972271,6177000,3473237,0,3603937,46105414,28498549,17586245,15475,1064139,1.2795251696318737,-3643346,-1094037,5801522,63290584,76.10086203841823,45328925,5082963,9274759,3603937,62226445,74.82133686878636,48972271,6177000,3473237,3603937,46105414,55.43734199131669,28498549,17586245,15475
2022-02-14,2022-02-15,168170089,59700076,45341314,5083993,9274769,0,62267767,49008077,6182251,3473257,0,3604182,46202246,28573555,17607992,15551,1036491,1.246281099176809,-3666763,-1098258,5801512,63304258,76.11730371302046,45341314,5083993,9274769,3604182,62267767,74.87102261384365,49008077,6182251,3473257,3604182,46202246,55.553773191776216,28573555,17607992,15551
2022-02-15,2022-02-16,168378282,59716190,45356140,5084950,9275100,0,62316945,49051375,6187792,3473334,0,3604444,46345147,28689023,17635338,15637,1003689,1.2068398376364793,-3695235,-1102842,5801766,63320634,76.1369942836864,45356140,5084950,9275100,3604444,62316945,74.93015444604994,49051375,6187792,3473334,3604444,46345147,55.72559794988165,28689023,17635338,15637
2022-02-16,2022-02-17,168578214,59731174,45370162,5085903,9275109,0,62362509,49091528,6193025,3473340,0,3604616,46484531,28802950,17660577,15841,973281,1.170277131675918,-3721366,-1107122,5801769,63335790,76.1552179212666,45370162,5085903,9275109,3604616,62362509,74.98494078959068,49091528,6193025,3473340,3604616,46484531,55.893193852525926,28802950,17660577,15841
2022-02-17,2022-02-18,168770689,59745421,45383485,5086824,9275112,0,62410065,49133787,6198132,3473359,0,3604787,46615203,28910060,17683983,15993,940143,1.130431862334919,-3750302,-1111308,5801753,63350208,76.17255418457032,45383485,5086824,9275112,3604787,62410065,75.0421223222354,49133787,6198132,3473359,3604787,46615203,56.050314410052835,28910060,17683983,15993
2022-02-20,2022-02-21,169044909,59772320,45408327,5088826,9275167,0,62491708,49206475,6206666,3473415,0,3605152,46780881,29041459,17718152,16097,885764,1.0650463260474494,-3798148,-1117840,5801752,63377472,76.20533653182461,45408327,5088826,9275167,3605152,62491708,75.14029020577716,49206475,6206666,3473415,3605152,46780881,56.24952632790781,29041459,17718152,16097
2022-02-21,2022-02-22,169172172,59785160,45419839,5090138,9275183,0,62526823,49237215,6210516,3473443,0,3605649,46860189,29104395,17734463,16155,863986,1.038860368062409,-3817376,-1120378,5801740,63390809,76.22137299622202,45419839,5090138,9275183,3605649,62526823,75.1825126281596,49237215,6210516,3473443,3605649,46860189,56.34488659771576,29104395,17734463,16155
2022-02-22,2022-02-23,169337337,59798306,45431802,5090945,9275559,0,62568458,49274277,6214645,3473520,0,3606016,46970573,29196841,17752232,16324,835864,1.0050463580314002,-3842475,-1123700,5802039,63404322,76.2376210837531,45431802,5090945,9275559,3606016,62568458,75.23257472572169,49274277,6214645,3473520,3606016,46970573,56.47761277946894,29196841,17752232,16324
2022-02-23,2022-02-24,169498242,59810333,45442763,5091779,9275791,0,62606204,49307996,6218367,3473710,0,3606131,47081705,29287946,17772161,16421,810260,0.9742600016970733,-3865233,-1126588,5802081,63416464,76.25222067516894,45442763,5091779,9275791,3606131,62606204,75.27796067347187,49307996,6218367,3473710,3606131,47081705,56.61123835954027,29287946,17772161,16421
2022-02-24,2022-02-25,169657044,59822618,45454268,5092440,9275910,0,62645144,49343161,6221945,3473747,0,3606291,47189282,29377762,17789837,16505,783765,0.9424023032484716,-3888893,-1129505,5802163,63428909,76.2671845950479,45454268,5092440,9275910,3606291,62645144,75.32478229179942,49343161,6221945,3473747,3606291,47189282,56.74058939279203,29377762,17789837,16505
2022-02-27,2022-02-28,169838397,59834936,45466536,5092858,9275542,0,62694875,49388564,6226366,3473754,0,3606191,47308586,29477204,17809457,16739,746252,0.8972965156695928,-3922028,-1133508,5801788,63441127,76.28187556918056,45466536,5092858,9275542,3606191,62694875,75.38457905351098,49388564,6226366,3473754,3606191,47308586,56.884041019729636,29477204,17809457,16739
2022-02-28,2022-03-01,169931183,59842557,45473534,5093476,9275547,0,62717992,49408506,6229080,3473757,324,3606325,47367046,29522774,17822253,16773,731214,0.8792147617813094,-3934972,-1135604,5801790,63448882,76.2912002135085,45473534,5093476,9275547,3606325,62717992,75.41237503067784,49408506,6229080,3473757,3606325,47367046,56.9543335674294,29522774,17822253,16773
2022-03-01,2022-03-02,170058529,59852768,45482747,5094349,9275672,0,62748261,49434972,6232260,3473806,602,3606621,47451764,29591974,17837616,16873,711730,0.855787118959171,-3952225,-1137911,5801866,63459389,76.30383387410859,45482747,5094349,9275672,3606621,62748261,75.44877060245896,49434972,6232260,3473806,3606621,47451764,57.056198843789794,29591974,17837616,16873
2022-03-02,2022-03-03,170177398,59863030,45491691,5095185,9276154,0,62775453,49458757,6234872,3473912,973,3606939,47529008,29656368,17850356,16930,695489,0.8362588728559917,-3967066,-1139687,5802242,63469969,76.31655531021299,45491691,5095185,9276154,3606939,62775453,75.48146637661311,49458757,6234872,3473912,3606939,47529008,57.14907735139364,29656368,17850356,16930
2022-03-03,2022-03-04,170319528,59872187,45500014,5096014,9276159,0,62806490,49486329,6237755,3473923,1429,3607054,47627669,29738164,17866929,17158,674180,0.810636842426052,-3986315,-1141741,5802236,63479241,76.3277040016648,45500014,5096014,9276159,3607054,62806490,75.51878539479576,49486329,6237755,3473923,3607054,47627669,57.26770774907764,29738164,17866929,17158
2022-03-06,2022-03-07,170487423,59885743,45512372,5097218,9276153,0,62847041,49521678,6241519,3473946,2652,3607246,47732256,29821736,17887650,17283,648600,0.7798793437917726,-4009306,-1144301,5802207,63492989,76.34423465417551,45512372,5097218,9276153,3607246,62847041,75.56754408623902,49521678,6241519,3473946,3607246,47732256,57.3934635938651,29821736,17887650,17283
2022-03-08,2022-03-09,170667578,59900117,45525077,5098476,9276564,0,62887598,49557413,6244886,3474053,3523,3607723,47850267,29919301,17907716,17499,623765,0.7500176362631438,-4032336,-1146410,5802511,63507840,76.36209155848425,45525077,5098476,9276564,3607723,62887598,75.6163099921073,49557413,6244886,3474053,3607723,47850267,57.53536051221263,29919301,17907716,17499
2022-03-09,2022-03-10,170769631,59906551,45530827,5099119,9276605,0,62907089,49574774,6246508,3474119,3874,3607814,47923824,29980052,17920342,17607,611150,0.7348493076755194,-4043947,-1147389,5802486,63514365,76.36993724568477,45530827,5099119,9276605,3607814,62907089,75.63974605175862,49574774,6246508,3474119,3607814,47923824,57.62380575564663,29980052,17920342,17607
2022-03-10,2022-03-11,170878454,59914457,45537903,5099941,9276613,0,62929021,49594424,6248408,3474123,4161,3607905,48001155,30043976,17933583,17721,597502,0.7184388955816708,-4056521,-1148467,5802490,63522362,76.37955287182152,45537903,5099941,9276613,3607905,62929021,75.66611717998563,49594424,6248408,3474123,3607905,48001155,57.71678887241315,30043976,17933583,17721
