date,pubDate,totalDosesCumulative,initialDosesCumulative,initialDosesCumulativeBioNTech,initialDosesCumulativeModerna,initialDosesCumulativeAstraZeneca,initialDosesCumulativeNovavax,finalDosesCumulative,finalDosesCumulativeBioNTech,finalDosesCumulativeModerna,finalDosesCumulativeAstraZeneca,finalDosesCumulativeNovavax,finalDosesCumulativeJohnsonAndJohnson,boosterDosesCumulative,boosterDosesCumulativeBioNTech,boosterDosesCumulativeModerna,boosterDosesCumulativeJohnsonAndJohnson,onlyPartiallyVaccinatedCumulative,onlyPartiallyVaccinatedPercent,onlyPartiallyVaccinatedCumulativeBioNTech,onlyPartiallyVaccinatedCumulativeModerna,onlyPartiallyVaccinatedCumulativeAstraZeneca,atLeastPartiallyVaccinatedCumulative,atLeastPartiallyVaccinatedPercent,atLeastPartiallyVaccinatedCumulativeBioNTech,atLeastPartiallyVaccinatedCumulativeModerna,atLeastPartiallyVaccinatedCumulativeAstraZeneca,atLeastPartiallyVaccinatedCumulativeJohnsonAndJohnson,fullyVaccinatedCumulative,fullyVaccinatedPercent,fullyVaccinatedCumulativeBioNTech,fullyVaccinatedCumulativeModerna,fullyVaccinatedCumulativeAstraZeneca,fullyVaccinatedCumulativeJohnsonAndJohnson,boostedOnceCumulative,boostedOncePercent,boostedOnceCumulativeBioNTech,boostedOnceCumulativeModerna,boostedOnceCumulativeJohnsonAndJohnson
2020-12-26,2020-12-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-27,2020-12-28,21566,21566,21566,0,0,0,0,0,0,0,0,0,0,0,0,0,21566,0.025931048301284874,21566,0,0,21566,0.025931048301284874,21566,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-29,2020-12-29,41962,41962,41962,0,0,0,0,0,0,0,0,0,0,0,0,0,41962,0.05045528372523954,41962,0,0,41962,0.05045528372523954,41962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-30,2020-12-31,131626,131626,131626,0,0,0,0,0,0,0,0,0,0,0,0,0,131626,0.15826765110381724,131626,0,0,131626,0.15826765110381724,131626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-31,2021-01-01,165575,165575,165575,0,0,0,0,0,0,0,0,0,0,0,0,0,165575,0.19908807022559782,165575,0,0,165575,0.19908807022559782,165575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-01,2021-01-02,188553,188553,188553,0,0,0,0,0,0,0,0,0,0,0,0,0,188553,0.22671691321302823,188553,0,0,188553,0.22671691321302823,188553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-02,2021-01-03,238809,238809,238809,0,0,0,0,0,0,0,0,0,0,0,0,0,238809,0.28714493711311967,238809,0,0,238809,0.28714493711311967,238809,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-03,2021-01-04,265986,265986,265986,0,0,0,0,0,0,0,0,0,0,0,0,0,265986,0.3198226752047463,265986,0,0,265986,0.3198226752047463,265986,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-04,2021-01-05,316962,316962,316962,0,0,0,0,0,0,0,0,0,0,0,0,0,316962,0.3811164301062717,316962,0,0,316962,0.3811164301062717,316962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-05,2021-01-06,367331,367331,367331,0,0,0,0,0,0,0,0,0,0,0,0,0,367331,0.4416803256774216,367331,0,0,367331,0.4416803256774216,367331,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,2021-01-07,417060,417060,417060,0,0,0,0,0,0,0,0,0,0,0,0,0,417060,0.5014746825806301,417060,0,0,417060,0.5014746825806301,417060,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-07,2021-01-08,476959,476959,476959,0,0,0,0,0,0,0,0,0,0,0,0,0,476959,0.5734974898790937,476959,0,0,476959,0.5734974898790937,476959,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-08,2021-01-09,532878,532878,532878,0,0,0,0,0,0,0,0,0,0,0,0,0,532878,0.640734728586297,532878,0,0,532878,0.640734728586297,532878,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,2021-01-11,613347,613347,613347,0,0,0,0,0,0,0,0,0,0,0,0,0,613347,0.7374909896340616,613347,0,0,613347,0.7374909896340616,613347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-11,2021-01-12,688782,688782,688782,0,0,0,0,0,0,0,0,0,0,0,0,0,688782,0.8281943480968005,688782,0,0,688782,0.8281943480968005,688782,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-12,2021-01-13,758093,758093,758093,0,0,0,0,0,0,0,0,0,0,0,0,0,758093,0.9115341834306758,758093,0,0,758093,0.9115341834306758,758093,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-13,2021-01-14,842455,842455,842455,0,0,0,0,0,0,0,0,0,0,0,0,0,842455,1.012971403907027,842455,0,0,842455,1.012971403907027,842455,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-14,2021-01-15,961682,961682,961682,0,0,0,0,0,0,0,0,0,0,0,0,0,961682,1.1563304457236503,961682,0,0,961682,1.1563304457236503,961682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-15,2021-01-16,1048160,1048160,1048160,0,0,0,0,0,0,0,0,0,0,0,0,0,1048160,1.2603119534208826,1048160,0,0,1048160,1.2603119534208826,1048160,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-17,2021-01-18,1145878,1139297,1136573,2724,0,0,6581,6581,0,0,0,0,0,0,0,0,1132716,1.3619824403059537,1129992,2724,0,1139297,1.3698954621398938,1136573,2724,0,0,6581,0.007913021833940265,6581,0,0,0,0,0,0,0,0
2021-01-18,2021-01-19,1220284,1195543,1183213,12330,0,0,24741,24741,0,0,0,0,0,0,0,0,1170802,1.4077772054734736,1158472,12330,0,1195543,1.4375258870102487,1183213,12330,0,0,24741,0.029748681536774974,24741,0,0,0,0,0,0,0,0
2021-01-19,2021-01-20,1297430,1254760,1239546,15214,0,0,42670,42670,0,0,0,0,0,0,0,0,1212090,1.4574220687890376,1196876,15214,0,1254760,1.508728654665687,1239546,15214,0,0,42670,0.05130658587664961,42670,0,0,0,0,0,0,0,0
2021-01-20,2021-01-21,1401693,1324091,1307763,16328,0,0,77602,77602,0,0,0,0,0,0,0,0,1246489,1.4987835697867142,1230161,16328,0,1324091,1.5920925380829356,1307763,16328,0,0,77602,0.0933089682962213,77602,0,0,0,0,0,0,0,0
2021-01-21,2021-01-22,1501639,1386464,1368374,18090,0,0,115175,115175,0,0,0,0,0,0,0,0,1271289,1.5286031931694402,1253199,18090,0,1386464,1.6670900932946597,1368374,18090,0,0,115175,0.13848690012521958,115175,0,0,0,0,0,0,0,0
2021-01-22,2021-01-23,1632777,1469353,1451061,19651,0,0,163424,163424,0,0,0,0,0,0,0,0,1305929,1.5702544735717634,1287637,19651,0,1469353,1.7667561724305774,1451061,19651,0,0,163424,0.19650169885881386,163424,0,0,0,0,0,0,0,0
2021-01-24,2021-01-25,1783118,1554355,1535804,20351,0,0,228763,228763,0,0,0,0,0,0,0,0,1325592,1.5938973467400919,1307041,20351,0,1554355,1.8689629315748701,1535804,20351,0,0,228763,0.27506558483477844,228763,0,0,0,0,0,0,0,0
2021-01-25,2021-01-26,1921689,1638425,1608114,30311,0,0,283264,283264,0,0,0,0,0,0,0,0,1355161,1.629451235603149,1324850,30311,0,1638425,1.9700490500339733,1608114,30311,0,0,283264,0.3405978144308244,283264,0,0,0,0,0,0,0,0
2021-01-26,2021-01-27,1990889,1672215,1648554,23661,0,0,318674,318674,0,0,0,0,0,0,0,0,1353541,1.6275033408499224,1329880,23661,0,1672215,2.0106782868929374,1648554,23661,0,0,318674,0.3831749460430147,318674,0,0,0,0,0,0,0,0
2021-01-27,2021-01-28,2104317,1738236,1712717,25519,0,0,366081,366081,0,0,0,0,0,0,0,0,1372155,1.649884892045328,1346636,25519,0,1738236,2.090062212511927,1712717,25519,0,0,366081,0.4401773204665987,366081,0,0,0,0,0,0,0,0
2021-01-28,2021-01-29,2216127,1799481,1767170,32311,0,0,416646,416646,0,0,0,0,0,0,0,0,1382835,1.6627265685665988,1350524,32311,0,1799481,2.1637034558214046,1767170,32311,0,0,416646,0.5009768872548056,416646,0,0,0,0,0,0,0,0
2021-01-29,2021-01-30,2317158,1855457,1821630,33827,0,0,461701,461701,0,0,0,0,0,0,0,0,1393756,1.6758580244925159,1359929,33827,0,1855457,2.231009231566221,1821630,33827,0,0,461701,0.5551512070737052,461701,0,0,0,0,0,0,0,0
2021-01-31,2021-02-01,2467918,1935356,1900204,35152,0,0,532562,532562,0,0,0,0,0,0,0,0,1402794,1.6867253533688498,1367642,35152,0,1935356,2.3270801222378505,1900204,35152,0,0,532562,0.6403547688690009,532562,0,0,0,0,0,0,0,0
2021-02-01,2021-02-02,2586997,1980211,1943519,36692,0,0,606786,606786,0,0,0,0,0,0,0,0,1373425,1.6514119453395242,1336733,36692,0,1980211,2.381013961223019,1943519,36692,0,0,606786,0.7296020158834946,606786,0,0,0,0,0,0,0,0
2021-02-02,2021-02-03,2713210,2033561,1994802,38759,0,0,679649,679649,0,0,0,0,0,0,0,0,1353912,1.627949432796495,1315153,38759,0,2033561,2.445162223620939,1994802,38759,0,0,679649,0.8172127908244441,679649,0,0,0,0,0,0,0,0
2021-02-03,2021-02-04,2848022,2091689,2049011,42678,0,0,756333,756305,28,0,0,0,0,0,0,0,1335356,1.6056376210428713,1292706,42650,0,2091689,2.5150555731367086,2049011,42678,0,0,756333,0.9094179520938371,756305,28,0,0,0,0,0,0,0
2021-02-04,2021-02-05,2987398,2153000,2105968,47032,0,0,834398,834389,9,0,0,0,0,0,0,0,1318602,1.5854925416011703,1271579,47023,0,2153000,2.588776175121317,2105968,47032,0,0,834398,1.0032836335201472,834389,9,0,0,0,0,0,0,0
2021-02-05,2021-02-06,3116122,2212851,2160072,52779,0,0,903271,903263,8,0,0,0,0,0,0,0,1309580,1.574644451191535,1256809,52771,0,2212851,2.6607412670196853,2160072,52779,0,0,903271,1.0860968158281503,903263,8,0,0,0,0,0,0,0
2021-02-07,2021-02-08,3277135,2295221,2235333,59888,0,0,981914,981904,10,0,0,0,0,0,0,0,1313307,1.5791258115281246,1253429,59878,0,2295221,2.7597832983920694,2235333,59888,0,0,981914,1.1806574868639448,981904,10,0,0,0,0,0,0,0
2021-02-08,2021-02-09,3369433,2344802,2281674,63113,15,0,1024631,1024321,310,0,0,0,0,0,0,0,1320171,1.587379113741795,1257353,62803,15,2344802,2.8193996994783164,2281674,63113,15,0,1024631,1.2320205857365214,1024321,310,0,0,0,0,0,0,0
2021-02-09,2021-02-10,3509660,2405156,2338076,67037,43,0,1104504,1104194,300,0,0,0,0,0,0,0,1300652,1.5639093867737537,1233882,66737,43,2405156,2.8919696006735194,2338076,67037,43,0,1104504,1.3280602138997657,1104194,300,0,0,0,0,0,0,0
2021-02-10,2021-02-11,3669148,2490423,2413319,71107,5997,0,1178725,1177693,1032,0,0,0,0,0,0,0,1311698,1.5771911432207533,1235626,70075,5997,2490423,2.9944949969225068,2413319,71107,5997,0,1178725,1.4173038537017533,1177693,1032,0,0,0,0,0,0,0
2021-02-11,2021-02-12,3810003,2556697,2465249,73617,17831,0,1253306,1249597,3709,0,0,0,0,0,0,0,1303391,1.5672027717917087,1215652,69908,17831,2556697,3.074183130796167,2465249,73617,17831,0,1253306,1.506980359004458,1249597,3709,0,0,0,0,0,0,0
2021-02-12,2021-02-13,3967246,2635673,2526472,77916,31285,0,1331573,1322522,9051,0,0,0,0,0,0,0,1304100,1.5680552763472875,1203950,68865,31285,2635673,3.1691442024201244,2526472,77916,31285,0,1331573,1.601088926072837,1322522,9051,0,0,0,0,0,0,0
2021-02-14,2021-02-15,4146348,2736109,2604659,81284,50166,0,1410239,1398445,11794,0,0,0,0,0,0,0,1325870,1.5942316150989788,1206214,69490,50166,2736109,3.2899088675034895,2604659,81284,50166,0,1410239,1.6956772524045107,1398445,11794,0,0,0,0,0,0,0
2021-02-15,2021-02-16,4284554,2813732,2665276,83587,64869,0,1470822,1457608,13214,0,0,0,0,0,0,0,1342910,1.6147205821329162,1207668,70373,64869,2813732,3.3832430862872527,2665276,83587,64869,0,1470822,1.7685225041543364,1457608,13214,0,0,0,0,0,0,0
2021-02-16,2021-02-17,4422007,2896064,2723359,85172,87533,0,1525943,1511144,14799,0,0,0,0,0,0,0,1370121,1.6474392019662771,1212215,70373,87533,2896064,3.482239426301228,2723359,85172,87533,0,1525943,1.8348002243349506,1511144,14799,0,0,0,0,0,0,0
2021-02-17,2021-02-18,4572420,2991792,2794969,90237,106586,0,1580628,1564342,16286,0,0,0,0,0,0,0,1411164,1.6967894762605196,1230627,73951,106586,2991792,3.5973431725585496,2794969,90237,106586,0,1580628,1.9005536962980296,1564342,16286,0,0,0,0,0,0,0
2021-02-18,2021-02-19,4719900,3085114,2860811,95282,129021,0,1634786,1616499,18287,0,0,0,0,0,0,0,1450328,1.7438804331218534,1244312,76995,129021,3085114,3.7095539343860793,2860811,95282,129021,0,1634786,1.9656735012642257,1616499,18287,0,0,0,0,0,0,0
2021-02-19,2021-02-20,4869641,3179290,2926650,101751,150889,0,1690351,1669127,21224,0,0,0,0,0,0,0,1488939,1.7903064604779189,1257523,80527,150889,3179290,3.8227915493736426,2926650,101751,150889,0,1690351,2.0324850888957244,1669127,21224,0,0,0,0,0,0,0
2021-02-21,2021-02-22,5068829,3312351,3016589,108742,187020,0,1756478,1732866,23612,0,0,0,0,0,0,0,1555873,1.8707881811028935,1283723,85130,187020,3312351,3.982784650459485,3016589,108742,187020,0,1756478,2.1119964693565914,1732866,23612,0,0,0,0,0,0,0
2021-02-22,2021-02-23,5220336,3413730,3087374,114470,211886,0,1806606,1779838,26768,0,0,0,0,0,0,0,1607124,1.9324125971508,1307536,87702,211886,3413730,4.104683182673894,3087374,114470,211886,0,1806606,2.1722705855230946,1779838,26768,0,0,0,0,0,0,0
2021-02-23,2021-02-24,5373222,3518294,3160936,118802,238556,0,1854928,1826159,28769,0,0,0,0,0,0,0,1663366,2.0000382124044798,1334777,90033,238556,3518294,4.230411372165481,3160936,118802,238556,0,1854928,2.230373159761001,1826159,28769,0,0,0,0,0,0,0
2021-02-24,2021-02-25,5544145,3633282,3237993,124303,270986,0,1910863,1880088,30775,0,0,0,0,0,0,0,1722419,2.0710437857762587,1357905,93528,270986,3633282,4.368673422711161,3237993,124303,270986,0,1910863,2.297629636934903,1880088,30775,0,0,0,0,0,0,0
2021-02-25,2021-02-26,5730949,3759906,3316427,128911,314568,0,1971043,1938768,32275,0,0,0,0,0,0,0,1788863,2.1509363283585903,1377659,96636,314568,3759906,4.52092664816335,3316427,128911,314568,0,1971043,2.369990319804759,1938768,32275,0,0,0,0,0,0,0
2021-02-26,2021-02-27,5910537,3881490,3383521,134324,363645,0,2029047,1995182,33865,0,0,0,0,0,0,0,1852443,2.2273851854018853,1388339,100459,363645,3881490,4.6671197566055005,3383521,134324,363645,0,2029047,2.439734571203615,1995182,33865,0,0,0,0,0,0,0
2021-02-28,2021-03-01,6174362,4079107,3483481,141017,454609,0,2095255,2060291,34964,0,0,0,0,0,0,0,1983852,2.3853919148011036,1423190,106053,454609,4079107,4.904735261203248,3483481,141017,454609,0,2095255,2.519343346402144,2060291,34964,0,0,0,0,0,0,0
2021-03-01,2021-03-02,6394364,4234952,3573626,146900,514426,0,2159412,2122467,36945,0,0,0,0,0,0,0,2075540,2.4956379482170457,1451159,109955,514426,4234952,5.0921239388678,3573626,146900,514426,0,2159412,2.5964859906507547,2122467,36945,0,0,0,0,0,0,0
2021-03-02,2021-03-03,6604578,4389074,3661540,153116,574418,0,2215504,2176609,38895,0,0,0,0,0,0,0,2173570,2.6135096288706188,1484931,114221,574418,4389074,5.277440874149755,3661540,153116,574418,0,2215504,2.663931245279136,2176609,38895,0,0,0,0,0,0,0
2021-03-03,2021-03-04,6808796,4538010,3748478,159073,630459,0,2270786,2228332,42454,0,0,0,0,0,0,0,2267224,2.7261195888821432,1520146,116619,630459,4538010,5.456522141413047,3748478,159073,630459,0,2270786,2.730402552530904,2228332,42454,0,0,0,0,0,0,0
2021-03-04,2021-03-05,7082562,4736174,3846276,169055,720843,0,2346388,2300210,46178,0,0,0,0,0,0,0,2389786,2.8734886486012416,1546066,122877,720843,4736174,5.69479536109105,3846276,169055,720843,0,2346388,2.821306712489809,2300210,46178,0,0,0,0,0,0,0
2021-03-05,2021-03-06,7326098,4915868,3931076,176113,808679,0,2410230,2358874,51356,0,0,0,0,0,0,0,2505638,3.0127895763486423,1572202,124757,808679,4915868,5.910860175773934,3931076,176113,808679,0,2410230,2.8980705994252918,2358874,51356,0,0,0,0,0,0,0
2021-03-07,2021-03-08,7654623,5170215,4042665,185461,942089,0,2484408,2428767,55641,0,0,0,0,0,0,0,2685807,3.22942553301164,1613898,129820,942089,5170215,6.216688068859667,4042665,185461,942089,0,2484408,2.987262535848027,2428767,55641,0,0,0,0,0,0,0
2021-03-08,2021-03-09,7897100,5350408,4130421,193059,1026928,0,2546692,2487192,59500,0,0,0,0,0,0,0,2803716,3.371199806133971,1643229,133559,1026928,5350408,6.433352883222712,4130421,193059,1026928,0,2546692,3.06215307708874,2487192,59500,0,0,0,0,0,0,0
2021-03-09,2021-03-10,8161238,5555420,4225832,202099,1127489,0,2605818,2543052,62766,0,0,0,0,0,0,0,2949602,3.5466137406828557,1682780,139333,1127489,5555420,6.679860166647687,4225832,202099,1127489,0,2605818,3.1332464259648307,2543052,62766,0,0,0,0,0,0,0
2021-03-10,2021-03-11,8431264,5756572,4318448,209333,1228791,0,2674692,2608394,66298,0,0,0,0,0,0,0,3081880,3.705665359304638,1710054,143035,1228791,5756572,6.921726169981642,4318448,209333,1228791,0,2674692,3.216060810677003,2608394,66298,0,0,0,0,0,0,0
2021-03-11,2021-03-12,8716654,5978551,4414100,218287,1346164,0,2738103,2668219,69752,132,0,0,0,0,0,0,3240448,3.896328183520447,1745881,148535,1346032,5978551,7.188634644936241,4414100,218287,1346164,0,2738103,3.292306461415794,2668219,69752,132,0,0,0,0,0,0
2021-03-12,2021-03-13,8863270,6113484,4413935,228311,1471238,0,2749786,2679147,70477,162,0,0,0,0,0,0,3363698,4.044524497307583,1734788,157834,1471076,6113484,7.350878646625812,4413935,228311,1471238,0,2749786,3.3063541493182287,2679147,70477,162,0,0,0,0,0,0
2021-03-14,2021-03-15,9399110,6507159,4619944,239705,1647510,0,2891951,2817279,74455,217,0,0,0,0,0,0,3615208,4.346941169766831,1802665,165250,1647293,6507159,7.824235107722368,4619944,239705,1647510,0,2891951,3.4772939379555363,2817279,74455,217,0,0,0,0,0,0
2021-03-15,2021-03-16,9663887,6712195,4712485,251147,1748563,0,2951692,2874977,76465,250,0,0,0,0,0,0,3760503,4.5216444834520395,1837508,174682,1748313,6712195,8.07077124884739,4712485,251147,1748563,0,2951692,3.5491267653953518,2874977,76465,250,0,0,0,0,0,0
2021-03-16,2021-03-17,9853966,6835216,4812825,259690,1762701,0,3018750,2940023,78474,253,0,0,0,0,0,0,3816466,4.588934627942663,1872802,181216,1762448,6835216,8.218692212079903,4812825,259690,1762701,0,3018750,3.6297575841372396,2940023,78474,253,0,0,0,0,0,0
2021-03-17,2021-03-18,10067955,6970861,4920532,271467,1778862,0,3097094,3013951,82886,257,0,0,0,0,0,0,3873767,4.657833589210952,1906581,188581,1778605,6970861,8.381792325537559,4920532,271467,1778862,0,3097094,3.7239587363266056,3013951,82886,257,0,0,0,0,0,0
2021-03-18,2021-03-19,10261545,7089012,5024199,283902,1780911,0,3172533,3085114,87162,257,0,0,0,0,0,0,3916479,4.709190676062685,1939085,196740,1780654,7089012,8.523857580468706,5024199,283902,1780911,0,3172533,3.814666904406019,3085114,87162,257,0,0,0,0,0,0
2021-03-19,2021-03-20,10473852,7227867,5123520,296629,1807718,0,3245985,3153156,92560,269,0,0,0,0,0,0,3981882,4.787831515905444,1970364,204069,1807449,7227867,8.690817411307753,5123520,296629,1807718,0,3245985,3.9029858954023084,3153156,92560,269,0,0,0,0,0,0
2021-03-21,2021-03-22,10862288,7517073,5282199,313349,1921525,0,3345215,3245935,98928,352,0,0,0,0,0,0,4171858,5.016259450250474,2036264,214421,1921173,7517073,9.038559911308745,5282199,313349,1921525,0,3345215,4.022300461058272,3245935,98928,352,0,0,0,0,0,0
2021-03-22,2021-03-23,11108978,7692386,5373863,326235,1992288,0,3416592,3310941,105250,401,0,0,0,0,0,0,4275794,5.141232529924142,2062922,220985,1991887,7692386,9.249356993328737,5373863,326235,1992288,0,3416592,4.108124463404595,3310941,105250,401,0,0,0,0,0,0
2021-03-23,2021-03-24,11447546,7930580,5500599,342301,2087680,0,3516966,3407198,109318,450,0,0,0,0,0,0,4413614,5.306947872448629,2093401,232983,2087230,7930580,9.535762451878133,5500599,342301,2087680,0,3516966,4.2288145794295025,3407198,109318,450,0,0,0,0,0,0
2021-03-24,2021-03-25,11746915,8143296,5611264,357362,2174670,0,3603619,3489123,113969,527,0,0,0,0,0,0,4539677,5.4585265491622,2122141,243393,2174143,8143296,9.79153305701845,5611264,357362,2174670,0,3603619,4.3330065078562505,3489123,113969,527,0,0,0,0,0,0
2021-03-25,2021-03-26,12040271,8357237,5719396,374424,2263417,0,3683034,3563405,119062,567,0,0,0,0,0,0,4674203,5.620281172355127,2155991,255362,2262850,8357237,10.048776607265374,5719396,374424,2263417,0,3683034,4.428495434910249,3563405,119062,567,0,0,0,0,0,0
2021-03-26,2021-03-27,12363439,8595379,5827600,391256,2376523,0,3768060,3643462,123953,645,0,0,0,0,0,0,4827319,5.8043884890434105,2184138,267303,2375878,8595379,10.335119540798,5827600,391256,2376523,0,3768060,4.53073105175459,3643462,123953,645,0,0,0,0,0,0
2021-03-28,2021-03-29,12872859,8994965,5963495,436451,2595019,0,3877894,3741252,135900,742,0,0,0,0,0,0,5117071,6.15278750172049,2222243,300551,2594277,8994965,10.815583412935496,5963495,436451,2595019,0,3877894,4.662795911215005,3741252,135900,742,0,0,0,0,0,0
2021-03-29,2021-03-30,13170672,9209527,6059246,459392,2690889,0,3961145,3818075,142303,767,0,0,0,0,0,0,5248382,6.31067639551118,2241171,317089,2690122,9209527,11.073573656171156,6059246,459392,2690889,0,3961145,4.762897260659978,3818075,142303,767,0,0,0,0,0,0
2021-03-30,2021-03-31,13481171,9421702,6147152,477701,2796849,0,4059469,3907736,149735,1998,0,0,0,0,0,0,5362233,6.447571312517096,2239416,327966,2794851,9421702,11.328693760656233,6147152,477701,2796849,0,4059469,4.881122448139136,3907736,149735,1998,0,0,0,0,0,0
2021-03-31,2021-04-01,13772656,9620262,6279968,499299,2840995,0,4152394,3993266,157131,1997,0,0,0,0,0,0,5467868,6.574587276873316,2286702,342168,2838998,9620262,11.567443132385023,6279968,499299,2840995,0,4152394,4.992855855511708,3993266,157131,1997,0,0,0,0,0,0
2021-04-02,2021-04-03,14374088,10039938,6562591,540876,2936471,0,4334150,4160285,171801,2064,0,0,0,0,0,0,5705788,6.860663276680498,2402306,369075,2934407,10039938,12.072063304270863,6562591,540876,2936471,0,4334150,5.211400027590366,4160285,171801,2064,0,0,0,0,0,0
2021-04-05,2021-04-06,15075064,10540309,6857330,580218,3102761,0,4534755,4340796,191782,2177,0,0,0,0,0,0,6005554,7.221103164702522,2516534,388436,3100584,10540309,12.673711480546585,6857330,580218,3102761,0,4534755,5.4526083158440635,4340796,191782,2177,0,0,0,0,0,0
2021-04-06,2021-04-07,15427516,10793677,7002239,606022,3185416,0,4633839,4432152,199429,2258,0,0,0,0,0,0,6159838,7.406614889459798,2570087,406593,3183158,10793677,12.978362219951201,7002239,606022,3185416,0,4633839,5.5717473304914025,4432152,199429,2258,0,0,0,0,0,0
2021-04-07,2021-04-08,16253541,11515936,7509009,642187,3364740,0,4737605,4528510,206707,2388,0,0,0,0,0,0,6778331,8.150293450945775,2980499,435480,3362352,11515936,13.846809452402177,7509009,642187,3364740,0,4737605,5.6965160014564,4528510,206707,2388,0,0,0,0,0,0
2021-04-08,2021-04-09,17035698,12204176,8032471,669924,3501781,0,4831522,4612900,216160,2462,0,0,0,0,0,0,7372654,8.864909903675281,3419571,453764,3499319,12204176,14.674352097439563,8032471,669924,3501781,0,4831522,5.809442193764282,4612900,216160,2462,0,0,0,0,0,0
2021-04-09,2021-04-10,17580596,12670288,8394343,691720,3584225,0,4910308,4682613,225134,2561,0,0,0,0,0,0,7759980,9.330632300705027,3711730,466586,3581664,12670288,15.23480710930122,8394343,691720,3584225,0,4910308,5.904174808596195,4682613,225134,2561,0,0,0,0,0,0
2021-04-11,2021-04-12,18231747,13196552,8710965,722451,3763136,0,5035195,4796603,235917,2675,0,0,0,0,0,0,8161357,9.813249678708589,3914362,486534,3760461,13196552,15.867589136716012,8710965,722451,3763136,0,5035195,6.054339458007423,4796603,235917,2675,0,0,0,0,0,0
2021-04-12,2021-04-13,18684873,13567817,8935533,750156,3882128,0,5117056,4868757,245578,2721,0,0,0,0,0,0,8450761,10.161230254734974,4066776,504578,3879407,13567817,16.313999720392935,8935533,750156,3882128,0,5117056,6.15276946565796,4868757,245578,2721,0,0,0,0,0,0
2021-04-13,2021-04-14,19244464,14058329,9289499,776123,3992707,0,5186135,4932303,250913,2919,0,0,0,0,0,0,8872194,10.667963050745147,4357196,525210,3989788,14058329,16.903793393969853,9289499,776123,3992707,0,5186135,6.235830343224706,4932303,250913,2919,0,0,0,0,0,0
2021-04-14,2021-04-15,20049936,14773908,9840593,803698,4129617,0,5276028,5013881,258724,3423,0,0,0,0,0,0,9497880,11.420290505416283,4826712,544974,4126194,14773908,17.76420856657419,9840593,803698,4129617,0,5276028,6.343918061157908,5013881,258724,3423,0,0,0,0,0,0
2021-04-15,2021-04-16,20744105,15393858,10319684,831098,4243076,0,5350247,5077262,268832,4153,0,0,0,0,0,0,10043611,12.076479734782346,5242422,562266,4238923,15393858,18.509639030933904,10319684,831098,4243076,0,5350247,6.433159296151558,5077262,268832,4153,0,0,0,0,0,0
2021-04-16,2021-04-17,21332342,15906352,10687042,852964,4366346,0,5425990,5144025,277323,4642,0,0,0,0,0,0,10480362,12.601630957848025,5543017,575641,4361704,15906352,19.125863952946272,10687042,852964,4366346,0,5425990,6.524232995098243,5144025,277323,4642,0,0,0,0,0,0
2021-04-18,2021-04-19,21945707,16428425,10992320,876543,4559562,0,5517282,5223357,286913,7012,0,0,0,0,0,0,10911143,13.119603828026818,5768963,589630,4552550,16428425,19.753606704490213,10992320,876543,4559562,0,5517282,6.634002876463397,5223357,286913,7012,0,0,0,0,0,0
2021-04-19,2021-04-20,22378776,16795784,11248051,908286,4639447,0,5582992,5278575,296075,8342,0,0,0,0,0,0,11212792,13.482307843098424,5969476,612211,4631105,16795784,20.195320697484355,11248051,908286,4639447,0,5582992,6.713012854385933,5278575,296075,8342,0,0,0,0,0,0
2021-04-20,2021-04-21,22935592,17288804,11571347,939534,4777923,0,5646788,5333723,302854,10211,0,0,0,0,0,0,11642016,13.998408569986614,6237624,636680,4767712,17288804,20.788130000716272,11571347,939534,4777923,0,5646788,6.789721430729659,5333723,302854,10211,0,0,0,0,0,0
2021-04-21,2021-04-22,23656941,17932380,11962969,968568,5000843,0,5724561,5396399,315548,12614,0,0,0,0,0,0,12207819,14.678732455825985,6566570,653020,4988229,17932380,21.561968465964707,11962969,968568,5000843,0,5724561,6.88323601013872,5396399,315548,12614,0,0,0,0,0,0
